,date,ewretx,vwretx,nxt_freq_ewret,nxt_freq_vwret
31,1993-08-13,0.0034221098890938,0.0028519908168815,0.0109320778371988,0.0132470414417991
32,1993-08-20,0.0109320778371988,0.0132470414417991,0.0101378292423501,0.0094177114991174
33,1993-08-27,0.0101378292423501,0.0094177114991174,0.0018876420661906,0.0017613665663249
34,1993-09-03,0.0018876420661906,0.0017613665663249,-0.0005418282252773,0.0004531837394934
35,1993-09-10,-0.0005418282252773,0.0004531837394934,-0.0046794032365339,-0.0057281489102515
36,1993-09-17,-0.0046794032365339,-0.0057281489102515,-0.0010696425015338,-0.0024504759653427
37,1993-09-24,-0.0010696425015338,-0.0024504759653427,0.0092892159633453,0.0076315507152104
38,1993-10-01,0.0092892159633453,0.0076315507152104,-0.0018170845018666,-0.0023979590566726
39,1993-10-08,-0.0018170845018666,-0.0023979590566726,0.0122256234372932,0.0194093832780515
40,1993-10-15,0.0122256234372932,0.0194093832780515,-0.0060946661333772,-0.0126807555994268
41,1993-10-22,-0.0060946661333772,-0.0126807555994268,0.0096911253620073,0.0095186736751105
42,1993-10-29,0.0096911253620073,0.0095186736751105,-0.0183886726859223,-0.0180116155549393
43,1993-11-05,-0.0183886726859223,-0.0180116155549393,0.0180049428935806,0.0131638085069272
44,1993-11-12,0.0180049428935806,0.0131638085069272,-0.0109568293816537,-0.005773162622171
45,1993-11-19,-0.0109568293816537,-0.005773162622171,0.0018695464516991,0.0012317548032629
46,1993-11-26,0.0018695464516991,0.0012317548032629,0.0066843677043471,0.0035029700042383
47,1993-12-03,0.0066843677043471,0.0035029700042383,-0.0010060785025154,-0.002013374243762
48,1993-12-10,-0.0010060785025154,-0.002013374243762,0.0078373328080882,0.0054485862933673
49,1993-12-17,0.0078373328080882,0.0054485862933673,0.0001649596091339,0.0022564832546621
1358,2019-01-18,0.0282275637433961,0.0288187469855376,0.0014938441346332,-0.0022904542787186
1359,2019-01-25,0.0014938441346332,-0.0022904542787186,0.0175384546107122,0.0152624086214068
1360,2019-02-01,0.0175384546107122,0.0152624086214068,0.0027354377383961,0.0006788824654428
1361,2019-02-08,0.0027354377383961,0.0006788824654428,0.0277190449230462,0.0249716131632102
1362,2019-02-15,0.0277190449230462,0.0249716131632102,0.0064476343099191,0.0059226546023087
1363,2019-02-22,0.0064476343099191,0.0059226546023087,0.0014952677194743,0.0041095780502771
1364,2019-03-01,0.0014952677194743,0.0041095780502771,-0.0275560997766224,-0.0216137236948881
1365,2019-03-08,-0.0275560997766224,-0.0216137236948881,0.0239681114300258,0.0287592880803886
1366,2019-03-15,0.0239681114300258,0.0287592880803886,-0.0126116393148071,-0.007451543941828
1367,2019-03-22,-0.0126116393148071,-0.007451543941828,0.0170096776984001,0.0118738787362329
1368,2019-03-29,0.0170096776984001,0.0118738787362329,0.0250867189727026,0.0206083784722184
1369,2019-04-05,0.0250867189727026,0.0206083784722184,0.0064863508329298,0.0050519007827218
1370,2019-04-12,0.0064863508329298,0.0050519007827218,-0.0066530677738173,-0.0006797002377073
1371,2019-04-18,-0.0066530677738173,-0.0006797002377073,0.0074249407681494,0.0121092306712919
1372,2019-04-26,0.0074249407681494,0.0121092306712919,0.001660944379906,0.0018574676659333
1373,2019-05-03,0.001660944379906,0.0018574676659333,-0.0200282338808901,-0.0216145909913423
1374,2019-05-10,-0.0200282338808901,-0.0216145909913423,-0.0128859954037384,-0.0076035454398329
1375,2019-05-17,-0.0128859954037384,-0.0076035454398329,-0.0114507214061025,-0.0116407288277567
1376,2019-05-24,-0.0114507214061025,-0.0116407288277567,-0.0284333912216289,-0.0261924166404998
1377,2019-05-31,-0.0284333912216289,-0.0261924166404998,0.0464922554033415,0.0430484828172474
1378,2019-06-07,0.0464922554033415,0.0430484828172474,0.0037048249254967,0.0049980081577132
1379,2019-06-14,0.0037048249254967,0.0049980081577132,0.0200477637532698,0.0219946257892427
1380,2019-06-21,0.0200477637532698,0.0219946257892427,0.0027260201341894,-0.0030265982515218
1381,2019-06-28,0.0027260201341894,-0.0030265982515218,0.0139701357565955,0.0166787618788932
1382,2019-07-05,0.0139701357565955,0.0166787618788932,0.0043465133059872,0.0080169179271867
1383,2019-07-12,0.0043465133059872,0.0080169179271867,-0.0117770622359475,-0.0121878020625963
1384,2019-07-19,-0.0117770622359475,-0.0121878020625963,0.0140761518862517,0.0164731782267295
1385,2019-07-26,0.0140761518862517,0.0164731782267295,-0.0324539329491728,-0.0313210204421361
1386,2019-08-02,-0.0324539329491728,-0.0313210204421361,-0.008152034643315,-0.0047957662366543
1387,2019-08-09,-0.008152034643315,-0.0047957662366543,-0.0173011761924067,-0.0100652171431107
1388,2019-08-16,-0.0173011761924067,-0.0100652171431107,-0.0156975534185489,-0.0145760469111898
1389,2019-08-23,-0.0156975534185489,-0.0145760469111898,0.0271434798515248,0.0278153845448301
1390,2019-08-30,0.0271434798515248,0.0278153845448301,0.0217181668727004,0.0178932213140932
1391,2019-09-06,0.0217181668727004,0.0178932213140932,0.0213784324692611,0.0096389074530403
1392,2019-09-13,0.0213784324692611,0.0096389074530403,-0.0075424614350845,-0.0051316575986994
1393,2019-09-20,-0.0075424614350845,-0.0051316575986994,-0.008195639291,-0.0101056874209141
1394,2019-09-27,-0.008195639291,-0.0101056874209141,-0.011902449416595,-0.0034367274527636
1395,2019-10-04,-0.011902449416595,-0.0034367274527636,0.0076975193370771,0.0064239707851831
1396,2019-10-11,0.0076975193370771,0.0064239707851831,0.0068258296145595,0.0053719435342809
1397,2019-10-18,0.0068258296145595,0.0053719435342809,0.0150414650718151,0.0120969117499849
1398,2019-10-25,0.0150414650718151,0.0120969117499849,0.0122194572868192,0.0145523777236271
1399,2019-11-01,0.0122194572868192,0.0145523777236271,0.0088078002455087,0.0085769210200912
1400,2019-11-08,0.0088078002455087,0.0085769210200912,0.0061796774177358,0.008500289635795
1401,2019-11-15,0.0061796774177358,0.008500289635795,-0.0050001343815079,-0.0032300099328836
1402,2019-11-22,-0.0050001343815079,-0.0032300099328836,0.0093254110607123,0.0099032198256894
1403,2019-11-29,0.0093254110607123,0.0099032198256894,0.001548796226634,0.0013865659679317
1404,2019-12-06,0.001548796226634,0.0013865659679317,0.0061766498628508,0.0071477310936525
1405,2019-12-13,0.0061766498628508,0.0071477310936525,0.0173798011104773,0.0163632371433599
1406,2019-12-20,0.0173798011104773,0.0163632371433599,0.0017864771278781,0.0059321269074852
1407,2019-12-27,0.0017864771278781,0.0059321269074852,,
